2.976358980035175517e+00,8.118817484512771188e+00,1.101110815682336375e+00,3.457274111625065482e-01,8.116019190607607570e+00,2.837560018656049454e+00,6.958245976253660814e+00,6.390427225743001927e+00,7.518766853419097451e+00,8.958137160874374061e+00,0.000000000000000000e+00,6.669322580840627346e+00,9.195887864864523920e+00,4.259971111158942669e+00,6.705583058653994399e+00,8.587985427072112543e+00,5.367507218045474815e+00,4.782605006935359171e+00,3.659401469047784961e+00,8.861919421252753892e+00
8.545835672217490853e+00,1.864817826417686231e+00,6.284857725755948366e+00,7.015028094205900011e+00,6.702299820596820723e+00,6.935117558193663712e+00,4.116954438204140310e+00,2.095921748892821235e+00,1.099078071361289766e+00,2.372733740928303803e+00,6.669322580840627346e+00,0.000000000000000000e+00,3.644439538658925226e+00,4.994465454505427893e+00,1.015426097325065613e-01,2.658036486905483553e+00,8.297841917855405924e+00,3.942845163380912510e+00,3.036039372276504889e+00,2.587480681617136735e+00
1.016531535638577743e+01,1.871491709608951615e+00,9.153660581947187680e+00,9.521562502197214783e+00,5.096427037132775340e+00,8.349127781761078282e+00,3.135256669331238921e+00,2.808637496474165385e+00,2.593295122593606727e+00,2.329623163211214987e+00,9.195887864864523920e+00,3.644439538658925226e+00,0.000000000000000000e+00,5.855520354733182664e+00,3.705070419924167524e+00,1.027899933765984652e+00,8.661739131104726042e+00,4.801225026894383241e+00,5.731909472530099414e+00,1.463662862309919044e+00
4.343642571574198641e+00,5.526726667364290080e+00,4.806617724726796936e+00,4.493852148425062865e+00,3.881874132619596462e+00,2.519896609953143241e+00,2.981244524349760283e+00,3.450272220387332833e+00,5.261817216253632523e+00,6.582396281697858953e+00,4.259971111158942669e+00,4.994465454505427893e+00,5.855520354733182664e+00,0.000000000000000000e+00,5.082820599085485114e+00,5.621229083594124099e+00,3.303931422482620839e+00,1.131173477818349760e+00,3.008955835194079498e+00,6.111523217345476766e+00
8.608886600861236360e+00,1.907215544859089285e+00,6.305669187091250016e+00,7.051309324154340530e+00,6.803422084852196683e+00,7.006651704730320951e+00,4.217798135155617523e+00,2.197250090681120316e+00,1.140658724439663319e+00,2.370047770841936963e+00,6.705583058653994399e+00,1.015426097325065613e-01,3.705070419924167524e+00,5.082820599085485114e+00,0.000000000000000000e+00,2.711285290246654434e+00,8.386564288170390569e+00,4.035514996001378307e+00,3.082020963964709370e+00,2.619047973974237831e+00
9.824034553718304252e+00,8.440707431180650699e-01,8.447751821479894119e+00,8.922941684446815458e+00,5.573680938738439394e+00,8.036449065599020614e+00,3.269307001436997595e+00,2.268288000737519905e+00,1.581462993765305747e+00,1.472985977436922722e+00,8.587985427072112543e+00,2.658036486905483553e+00,1.027899933765984652e+00,5.621229083594124099e+00,2.711285290246654434e+00,0.000000000000000000e+00,8.649891119958049046e+00,4.507969826286248427e+00,5.012603440206970795e+00,6.274560588728079757e-01
3.310688921776668181e+00,8.693023906986596216e+00,6.357003392948606724e+00,5.396001654884433840e+00,4.705159399855353364e+00,2.539189301997895942e+00,5.530447626206956180e+00,6.641049637725596533e+00,8.511219609170630918e+00,9.765218499346111969e+00,5.367507218045474815e+00,8.297841917855405924e+00,8.661739131104726042e+00,3.303931422482620839e+00,8.386564288170390569e+00,8.649891119958049046e+00,0.000000000000000000e+00,4.381740103584888857e+00,6.051782084161069442e+00,9.200171050020419017e+00
5.364323759237686673e+00,4.395607765571205583e+00,5.104108492514519924e+00,5.065174059552304264e+00,3.814518354040101311e+00,3.551544564240776136e+00,2.176510258392742703e+00,2.319182712093610377e+00,4.141825812407410545e+00,5.451628263485948978e+00,4.782605006935359171e+00,3.942845163380912510e+00,4.801225026894383241e+00,1.131173477818349760e+00,4.035514996001378307e+00,4.507969826286248427e+00,4.381740103584888857e+00,0.000000000000000000e+00,2.507743216594274571e+00,4.986289491438383514e+00
5.612485888767570152e+00,4.480226383997981010e+00,3.435694165289499669e+00,4.003792709261772664e+00,6.298683259015632530e+00,4.166454311638142727e+00,4.233034351666578488e+00,2.964615696232036690e+00,3.860529127732653887e+00,5.298736407447925956e+00,3.659401469047784961e+00,3.036039372276504889e+00,5.731909472530099414e+00,3.008955835194079498e+00,3.082020963964709370e+00,5.012603440206970795e+00,6.051782084161069442e+00,2.507743216594274571e+00,0.000000000000000000e+00,5.232638408993018686e+00
1.024637897006945764e+01,7.609875019461307399e-01,8.648610662090634449e+00,9.201625934094414205e+00,6.201136989475251937e+00,8.479111979455323578e+00,3.876597054937799047e+00,2.688117797337601811e+00,1.494904025269004677e+00,8.781772755944478037e-01,8.861919421252753892e+00,2.587480681617136735e+00,1.463662862309919044e+00,6.111523217345476766e+00,2.619047973974237831e+00,6.274560588728079757e-01,9.200171050020419017e+00,4.986289491438383514e+00,5.232638408993018686e+00,0.000000000000000000e+00
